observedProperty,resultUom,_Year,resultMeanValue,water_name,Country_name,PopulationDensity,TouristMean_1990_2020,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
EEA_3133-03-7,mg{O2}/L,2008,14.9083,CZDYJ_0380,Czech Republic,137.6577053,6063076,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
CAS_7723-14-0,mg{P}/L,2008,0.0553,CZDYJ_0380,Czech Republic,137.6577053,6063076,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
EEA_3131-01-9,%,2008,83.1333,CZHOD_0600,Czech Republic,137.6577053,6063076,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
CAS_14797-65-0,mg{NO2}/L,2008,0.67693545,CZHOD_0600,Czech Republic,137.6577053,6063076,62.3,2.4,8.4,14.9,9.1,2.2,0,0.7,0,25.5
CAS_7723-14-0,mg{P}/L,2009,0.095,FRDR81,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,350.833,FRDR80,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.583333,FRDR80,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,7.47701,FRDR196A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,80.9167,FRDR196B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,123.129,FRDR196B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,8.22704,FRAR51,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,136.668,FRAR37,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,24.02479776,FRAR32,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2009,0.1428,ES030MSPF0318010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3121-01-5,Cel,2009,9.7,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14798-03-9,mg{NH4}/L,2009,0.0292376,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-07-6,{massRatio},2009,63.3333,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2009,0.5175,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2009,6.85,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3151-01-7,mmol/L,2009,0.0499,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3133-01-5,mg{O2}/L,2009,0.3333,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3121-01-5,Cel,2009,9.6333,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14798-03-9,mg{NH4}/L,2009,0.0355488,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-03-3,mg{N}/L,2009,0.1607,ES030MSPF0322010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2009,26.0491,FRAR32,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,4.05833,FRAR63,Belgium,377.3795905,6496961,14.18,3.1,1.91,40.14,18.38,13.94,0,2.37,5.84,34.303
EEA_3133-03-7,mg{O2}/L,2009,30.8333,FRAR63,Belgium,377.3795905,6496961,14.18,3.1,1.91,40.14,18.38,13.94,0,2.37,5.84,34.303
EEA_3161-01-1,mg{N}/L,2009,1.99167,FRAR63,Belgium,377.3795905,6496961,14.18,3.1,1.91,40.14,18.38,13.94,0,2.37,5.84,34.303
EEA_3161-05-5,mg{N}/L,2009,3.9145,FRAR53,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,67.439,FRAR30,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.147445475,FRAR30,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0505789,FRAR13,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,9.68353,FRDR196B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,9.34668083,FRDR192B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,51.3189,FRDR192B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.051758538,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,2.05649,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,15.0617,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,32.2028,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,0.800355,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,1.50217,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,1.875,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.151936344,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,1.71584,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,0.716667,FRDR184,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,0.466667,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,612.333,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,2.23423,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.73423,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,0.875,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,1.64698,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,2.11522,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.49855,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,15.3667,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,0.332763,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0519386,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,95.2667,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,44.1155,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.55649,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,928.333,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,99.25,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,0.300355,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,84.1167,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.00217,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.219,ES13072,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3121-01-5,Cel,2009,14.3583,FRDR188,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0379614,FRDR187,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,1.59668,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,2.625,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.616667,FRDR11359,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0158807,FRDR136B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.00783158,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,2,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31615-01-7,mg{N}/L,2009,0.3333,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2009,155.417,FRDR11502,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,47.2663,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.074972325,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0283333,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.88186,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,2.06199,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,1.56199,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.034227441,FRDR184,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,12.902,FRDR184,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0267579,FRDR185,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,86.6861,FRDR182,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3151-01-7,mmol/L,2009,0.4995,ES030MSPF0451010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-08-7,{massRatio},2009,1.7316,ES030MSPF0454010,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14265-44-2,mg{P}/L,2008,7.1435,FRDR196A,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2008,0.0477509,FRDR243C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2008,8.975,FRDR243C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2008,0.154440216,FRDR243C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2008,30.7732,FRDR243C,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2008,0.53,FRFR163,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2008,8.70978,FRFR163,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2008,53.5609449,FRFR163,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2008,2.54286,FRFR163,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2008,1.66667,FRFR153,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2008,1,FRDR235,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2008,0.0513714,FRDR235,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2008,0.761538,FRDR234B,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2008,0.0475,FRFR163,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.139,ES020MSPF000000382,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3152-01-0,[pH],2009,7.9417,ES020MSPF000000418,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3164-07-6,{massRatio},2012,25.823,LT121102804,Lithuania,44.72307577,1538269,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
CAS_14797-65-0,mg{NO2}/L,2009,0.06273395,ES020MSPF000000356,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3121-01-5,Cel,2012,8.27,LT122111303,Lithuania,44.72307577,1538269,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
EEA_3152-01-0,[pH],2009,7.8492,ES020MSPF000000468,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3161-02-2,mg{N}/L,2007,0.5405,UKSC010465,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.0798,UKSC023004,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.1325,UKSC023142,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.076,UKSC023043,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,6.1569,UKSC023282,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
EEA_3161-02-2,mg{N}/L,2007,0.4275,UKSC023294,United Kingdom,274.7089819,25867961,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
CAS_14797-65-0,mg{NO2}/L,2009,0.04302695,ES020MSPF000000468,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31613-01-1,mg{NH3}/L,2009,0.005349916,ES020MSPF000200509,Portugal,112.2619412,7024884,36.49,6.73,1.85,27.68,13.64,10.72,0,0.93,1.94,16.23
EEA_3131-01-9,%,2009,89.81,ES020MSPF000200509,Portugal,112.2619412,7024884,36.49,6.73,1.85,27.68,13.64,10.72,0,0.93,1.94,16.23
EEA_3161-02-2,mg{N}/L,2009,1.7639,ES020MSPF000200509,Portugal,112.2619412,7024884,36.49,6.73,1.85,27.68,13.64,10.72,0,0.93,1.94,16.23
EEA_3161-05-5,mg{N}/L,2009,1.82575,FRFR286,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.00978947,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,1.03667,FRFR655,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,368.353,FRFR655,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.70866,FRFR655,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,0.189145,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,13.1333,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,93.2294,FRFR286,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,6.95652,FRFR651,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.16667,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,13.2667,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,128.833,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,0.8,FRFR179,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,0.390318,FRFR179,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,11.0083,FRFR178,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.0316667,FRFR177,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,149.417,FRFR178,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_31615-01-7,mg{N}/L,2009,0.796935,FRFR178,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_14797-65-0,mg{NO2}/L,2009,0.018643118,FRFR655,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,243.667,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,0.627726,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,13.9118,FRFR286,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,0.754400643,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,17.4073,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,92.8667,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.025044387,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,50.3094,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.015,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.071456925,FRFR230,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.75357,FRFR230,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,1,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,11.9583,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,2.97398,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.99167,FRFR228,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.18903,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-01-1,mg{N}/L,2009,0.65,FRFR286,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-05-5,mg{N}/L,2009,0.192897,FRFRR281_4,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.31667,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,4.31,FRFR230,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.096914099,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,77.9375,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.077370675,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,0.6655,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,2.58333,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,0.531667,FRFR279,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-08-7,{massRatio},2009,152.276,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-55-8,mg{NO3}/L,2009,12.68215971,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.109792624,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,3.39816,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-01-0,ug/L,2009,1.23233,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.027193,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-03-3,mg{N}/L,2009,1.58933,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,2.58667,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3142-01-6,uS/cm,2009,122.833,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,91.0667,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,0.879928,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14797-65-0,mg{NO2}/L,2009,0.00999631,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.48333,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-06-0,mg{C}/L,2009,4.13333,FRFR229,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3121-01-5,Cel,2009,12.7625,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.046916559,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3164-07-6,{massRatio},2009,82.5883,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3161-02-2,mg{N}/L,2009,4.39133,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.63201,FRFRR227_2,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_31615-01-7,mg{N}/L,2009,1.99374,FRFR281,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0326316,FRFR280,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14265-44-2,mg{P}/L,2009,0.0315439,FRFR279,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3152-01-0,[pH],2009,7.96512,FRFR179,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_7723-14-0,mg{P}/L,2009,0.08,FRFR251,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3133-01-5,mg{O2}/L,2009,1.17083,FRFR178,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
CAS_14798-03-9,mg{NH4}/L,2009,0.053428172,FRFR178,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,111.583,FRFR178,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
EEA_3121-01-5,Cel,2009,8.59167,FRFR178,Spain,93.67719744,50941692,49,8,3,14,15,9,0,2,0,16.84
CAS_7723-14-0,mg{P}/L,2009,0.141667,FRFR655,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
EEA_3131-01-9,%,2009,91.1333,FRFR931,France,122.2994372,71176346,32,10,3,26,20,9,0,0,0,22.26
